,Compound,Negative,Neutral,Positive,Tweet Date,Tweet Text,Tweets Ago,User
123,-0.6486,0.275,0.725,0.0,Mon Jul 30 17:51:24 +0000 2018,RT @VoicingMyMind: Here's how to stop fake news: @realdonaldtrump @mike_pence @SpeakerRyan @SenateMajLdr @FOXNEWS @foxandfriends @MSNBC @CN…,24,@CBS
124,0.0,0.0,1.0,0.0,Mon Jul 30 17:51:15 +0000 2018,"From the outhouse to the white house,too many""Dogs""in charge,time for real bi+ches to rise in power! @TIMESUPNOW Sa… https://t.co/5n8cp2zZyY",25,@CBS
125,-0.5423,0.163,0.837,0.0,Mon Jul 30 17:50:37 +0000 2018,Why isn't the media talking about this. Outrageous. You only put Dems on if they talk about investigation.… https://t.co/LS3kC2CPQ3,26,@CBS
126,0.5434,0.139,0.568,0.293,Mon Jul 30 17:50:11 +0000 2018,"@KrustaRhymes @boldfacedenemy @CBS Honestly, she's been extremely problematic since she won HOH.. calling JC ""that… https://t.co/5Bi3tLwZpk",27,@CBS
127,0.0,0.0,1.0,0.0,Mon Jul 30 17:48:22 +0000 2018,@nbc @CBS @FOXTV @tntdrama @ABC @TheCW @USA_Network @AmazonStudios @amazon @netflix @hulu @mccumberc @valboreland… https://t.co/R5MFJY8Qsm,28,@CBS
128,0.34,0.0,0.87,0.13,Mon Jul 30 17:48:19 +0000 2018,RT @TerryStOnge: @smartiekat123 @DebAlwaystrump @realDonaldTrump Non of these people should have security clearance after leaving office of…,29,@CBS
129,0.4843,0.075,0.754,0.171,Mon Jul 30 17:45:50 +0000 2018,Seriously! Are you guys done with creative new shows? What's up with all these 80/90s rehash pandering? Meh!… https://t.co/aNVcKimGWD,30,@CBS
130,0.4843,0.075,0.754,0.171,Mon Jul 30 17:45:40 +0000 2018,Seriously! Are you guys done with creative new shows? What's up with all these 80/90s rehash pandering? Meh!… https://t.co/p2UQwo3UjJ,31,@CBS
131,0.2235,0.0,0.918,0.082,Mon Jul 30 17:45:27 +0000 2018,RT @CBSBigBrother: Tonight's post-eviction fall out is NOT to be missed. An all-new #BB20 starts at 8/7c on @CBS and @cbsallaccess: https:/…,32,@CBS
132,0.0,0.0,1.0,0.0,Mon Jul 30 17:44:30 +0000 2018,@dailyblastlive @NewYorker @RonanFarrow @jeffschroeder23 @SamSchacher @EricaCobb @TheBeauDavidson @CBS  https://t.co/UX3Rk0ZEV6,33,@CBS
133,0.4753,0.107,0.704,0.189,Mon Jul 30 17:43:48 +0000 2018,"RT @Corey_Feldman: WOW! A BIT OF BACKSTORY, I HAD A SHOW ON @CBS IN THE 90s, WHICH LESLIE CANCELLED EARLY, 4 UNEXPLAINED REASONS, COINCIDEN…",34,@CBS
134,0.0,0.0,1.0,0.0,Mon Jul 30 17:43:34 +0000 2018,"@CNN @MSNBC @CBS @ABC @NBC

https://t.co/LefXqG3zzF",35,@CBS
135,0.0,0.0,1.0,0.0,Mon Jul 30 17:43:30 +0000 2018,you know what @CBS stands for right ?  Constant BS .. https://t.co/By8FwwM3OP,36,@CBS
136,-0.4215,0.286,0.714,0.0,Mon Jul 30 17:42:57 +0000 2018,@Kamibro @MrsSOsbourne @CBS @JulieChen ...and if he's guilty?,37,@CBS
137,0.0,0.0,1.0,0.0,Mon Jul 30 17:42:52 +0000 2018,@CNN  @ABC  @CBS  @NBC https://t.co/znQgr1DJae,38,@CBS
138,-0.5267,0.254,0.746,0.0,Mon Jul 30 17:42:45 +0000 2018,RT @newsbusters: .@CBS sees corporate conspiracy behind Moonves allegations #TTT https://t.co/mV98jH1E8y,39,@CBS
139,-0.5267,0.254,0.746,0.0,Mon Jul 30 17:42:09 +0000 2018,RT @newsbusters: .@CBS sees corporate conspiracy behind Moonves allegations #TTT https://t.co/mV98jH1E8y,40,@CBS
140,-0.5267,0.254,0.746,0.0,Mon Jul 30 17:42:07 +0000 2018,RT @newsbusters: .@CBS sees corporate conspiracy behind Moonves allegations #TTT https://t.co/mV98jH1E8y,41,@CBS
141,-0.5267,0.254,0.746,0.0,Mon Jul 30 17:41:30 +0000 2018,RT @newsbusters: .@CBS sees corporate conspiracy behind Moonves allegations #TTT https://t.co/mV98jH1E8y,42,@CBS
142,0.296,0.0,0.864,0.136,Mon Jul 30 17:41:28 +0000 2018,@jacman6222 @NunbergSam @CNN @MSNBC @ABC @CBS @nbc @FoxNews Ok - completely understandable - after interviewing Nun… https://t.co/8PERqrjHhZ,43,@CBS
143,0.5095,0.0,0.859,0.141,Mon Jul 30 17:41:06 +0000 2018,"Does Trump's Tabloid media report this at all? @cnn @abc @cbs @nytimes  so Melania is much more intelligent, she do… https://t.co/4gvVz8FLNl",44,@CBS
144,0.2235,0.0,0.841,0.159,Mon Jul 30 17:40:21 +0000 2018,@AliaAnnette @MrsSOsbourne @CBS @JulieChen Only that's not what he's accused of.,45,@CBS
145,0.0,0.0,1.0,0.0,Mon Jul 30 17:40:01 +0000 2018,RT @XtremeWorldBags: For Us Citizens https://t.co/a0C28SNnsw @CBS @NBC @BBCNews @ABC @WorldNewsDotCom @NASA #WorldCup2018 #MondayMotivation…,46,@CBS
146,0.0,0.0,1.0,0.0,Mon Jul 30 17:39:55 +0000 2018,For Us Citizens https://t.co/a0C28SNnsw @CBS @NBC @BBCNews @ABC @WorldNewsDotCom @NASA #WorldCup2018… https://t.co/gk0R9MeHvc,47,@CBS
147,0.0,0.0,1.0,0.0,Mon Jul 30 17:38:57 +0000 2018,"@aliwojo19 @MrsSOsbourne @CBS @JulieChen Alicia, the man is a thorough investigator.  Women are approaching Farrow… https://t.co/eFwPXqfJYo",48,@CBS
148,-0.6486,0.275,0.725,0.0,Mon Jul 30 17:38:29 +0000 2018,RT @VoicingMyMind: Here's how to stop fake news: @realdonaldtrump @mike_pence @SpeakerRyan @SenateMajLdr @FOXNEWS @foxandfriends @MSNBC @CN…,49,@CBS
149,0.0,0.0,1.0,0.0,Mon Jul 30 17:36:44 +0000 2018,RT @Brianthecivi: @MichaelJPenney @RobertPLewis @HeroesMediagrp @CNN @CBS @ABC @nbc @facebook @Twitter @AP @Rueters @mradambird @BennettTan…,50,@CBS
150,-0.5267,0.298,0.702,0.0,Mon Jul 30 17:36:39 +0000 2018,.@CBS sees corporate conspiracy behind Moonves allegations #TTT https://t.co/mV98jH1E8y,51,@CBS
151,0.7964,0.0,0.747,0.253,Mon Jul 30 17:36:25 +0000 2018,"RT @Katalanskt: Amazing human towers built with extreme focus, trust and a rush of adrenaline. A bit of Catalonia very close to the White H…",52,@CBS
152,-0.3802,0.132,0.868,0.0,Mon Jul 30 17:35:53 +0000 2018,@agrodner22 @CBS Burn the app #power w/o the power holder Beyleigh knowing/control? Is boring! This now helps… https://t.co/c1O9L8z0ri,53,@CBS
153,0.4871,0.0,0.843,0.157,Mon Jul 30 17:35:18 +0000 2018,How did this article get approved by @CBSSportsCFB ?? You’re literally denouncing a player for attending classes an… https://t.co/e9d8vpe99T,54,@CBS
154,0.128,0.0,0.923,0.077,Mon Jul 30 17:31:02 +0000 2018,"RT @johnlundin: Seth Abramson (attorney, professor @UofNH, legal and political analyst @CNN, @BBC, @CBS, @VanityFair) now tweeting that the…",55,@CBS
155,0.2103,0.075,0.82,0.105,Mon Jul 30 17:30:34 +0000 2018,"RT @SuperG24: #BB20Bayleigh tells a white house guest that she will Cut &amp; lay his guts out on the floor, and @CBSBigBrother is OK with that…",56,@CBS
156,0.0,0.0,1.0,0.0,Mon Jul 30 17:29:40 +0000 2018,"RT @MrPEC_Tacular: BREAKING NEWS...

What show was #1 on all of TV YET AGAIN last nt?

YOU KNOW IT:

https://t.co/UyK11yNDBC

EVERY NIGHT.…",57,@CBS
157,0.7821,0.113,0.576,0.311,Mon Jul 30 17:29:37 +0000 2018,"RT @hellofavillain: which network wouldn't want a fanbase like that? we're here, ready to share even more love ♥ @AmazonStudios @netflix @C…",58,@CBS
158,0.0,0.0,1.0,0.0,Mon Jul 30 17:28:47 +0000 2018,@CNN @CBS @CBSNews @ABC https://t.co/zLG9nO2ycO,59,@CBS
159,0.7585,0.0,0.763,0.237,Mon Jul 30 17:27:51 +0000 2018,"RT @ThePerezHilton: I would LOVE to do #BBCeleb! But, I don't think it will happen because I'm too eager. But, wouldn't they rather have pe…",60,@CBS
160,0.4019,0.0,0.722,0.278,Mon Jul 30 17:27:48 +0000 2018,"@CaptainBadger79 @FreeformSupport @FreeformTV @tascheim @CBS definitely #SaveShadowhunters
#SaveScorpion",61,@CBS
161,0.0,0.0,1.0,0.0,Mon Jul 30 17:27:41 +0000 2018,Watching @castlerockhulu and @StrangeAngel in preparation for tomorrow's recording sesh! Episodes out in a few week… https://t.co/BAxqVpAbAB,62,@CBS
162,-0.5106,0.191,0.809,0.0,Mon Jul 30 17:27:26 +0000 2018,RT @CaptainBadger79: @notamundie98 @FreeformSupport @FreeformTV @tascheim @CBS is just a immature and unprofessional to #TeamScorpion. Netw…,63,@CBS
163,-0.5106,0.202,0.798,0.0,Mon Jul 30 17:27:09 +0000 2018,@notamundie98 @FreeformSupport @FreeformTV @tascheim @CBS is just a immature and unprofessional to #TeamScorpion. N… https://t.co/LxidjSmuuh,64,@CBS
164,0.6124,0.0,0.556,0.444,Mon Jul 30 17:26:19 +0000 2018,@Bo00589 @JulieChen @CBS @CBSBigBrother @Kassting xoxo,65,@CBS
165,-0.5267,0.274,0.726,0.0,Mon Jul 30 17:26:10 +0000 2018,.@CBS sees corporate conspiracy behind Moonves allegations https://t.co/4ZnSp0xWNd #TTT https://t.co/5QCnlg5o0T,66,@CBS
166,-0.7096,0.205,0.795,0.0,Mon Jul 30 17:25:58 +0000 2018,Aye but how much slave labour &amp; people mainly immigrants died during construction? Not 1 media network or paper in… https://t.co/jTnUP5HB7J,67,@CBS
167,0.0,0.0,1.0,0.0,Mon Jul 30 17:25:50 +0000 2018,RT @marycjoyce2: @CNN @NBC @CBS @ABC @MSNBC @washingtonpost @newyorktimes110 @latimes https://t.co/HN5Ze43sFE,68,@CBS
168,0.7964,0.0,0.747,0.253,Mon Jul 30 17:25:47 +0000 2018,"RT @Katalanskt: Amazing human towers built with extreme focus, trust and a rush of adrenaline. A bit of Catalonia very close to the White H…",69,@CBS
169,0.7964,0.0,0.747,0.253,Mon Jul 30 17:25:03 +0000 2018,"RT @Katalanskt: Amazing human towers built with extreme focus, trust and a rush of adrenaline. A bit of Catalonia very close to the White H…",70,@CBS
170,0.0,0.0,1.0,0.0,Mon Jul 30 17:24:54 +0000 2018,@MichaelJPenney @RobertPLewis @HeroesMediagrp @CNN @CBS @ABC @nbc @facebook @Twitter @AP @Rueters @mradambird… https://t.co/12DIQbKAIW,71,@CBS
171,-0.296,0.216,0.784,0.0,Mon Jul 30 17:23:47 +0000 2018,".@CBS Moonves Accused Of Sexual Misconduct, Stock Falls https://t.co/f9MYql8Dek",72,@CBS
172,0.7297,0.0,0.746,0.254,Mon Jul 30 17:23:44 +0000 2018,RT @CTJaddie: Good point. @CNN @MSNBC @CBS @NYT @washingtonpost MSM should put this to @SpeakerRyan Either AGREE or discipline. https://t.c…,73,@CBS
173,-0.8933,0.449,0.43,0.121,Mon Jul 30 17:23:04 +0000 2018,"@CBS @NBC @ABC @MSNBC @CNN @CNBC 
STOP HATING ON PRESIDENT @realDonaldTrump AND DESTROYING HIS FIGHT TO SAVE AMERIC… https://t.co/OkEcvyK1p3",74,@CBS
174,0.7297,0.0,0.723,0.277,Mon Jul 30 17:22:59 +0000 2018,Good point. @CNN @MSNBC @CBS @NYT @washingtonpost MSM should put this to @SpeakerRyan Either AGREE or discipline. https://t.co/ut8VKoUnm9,75,@CBS
175,-0.5423,0.409,0.438,0.153,Mon Jul 30 17:22:11 +0000 2018,"RT @StevePasquale: Agreed. Shame on you, @CBS .    Ridiculous. https://t.co/Tsh4ccve1b",76,@CBS
176,0.0,0.0,1.0,0.0,Mon Jul 30 17:22:10 +0000 2018,@realDonaldTrump @seanhannity @parscale @LouDobbs @MSNBC @CBS @GMA @ABCPolitics @ABCPolitics @TuckerCarlson https://t.co/BbV7Xns8wy,77,@CBS
177,0.7964,0.0,0.747,0.253,Mon Jul 30 17:21:45 +0000 2018,"RT @Katalanskt: Amazing human towers built with extreme focus, trust and a rush of adrenaline. A bit of Catalonia very close to the White H…",78,@CBS
178,0.0,0.0,1.0,0.0,Mon Jul 30 17:21:23 +0000 2018,@thedomains @cocoaqueen55 @DarylynnM @RonanFarrow @NewYorker @colbertlateshow @realDonaldTrump @CBS @cbscares You a… https://t.co/YEe8bSPJxS,79,@CBS
179,-0.296,0.099,0.901,0.0,Mon Jul 30 17:20:32 +0000 2018,"RT @EthanMCrane99: @CBSNews You're only nine months late, @CBS .  This is why you're #FakeNews .  Stop chasing Trump tweets and actually in…",80,@CBS
180,0.0,0.0,1.0,0.0,Mon Jul 30 17:20:09 +0000 2018,"RT @anne19brown: #Poll Who do you believe more? 👇👇👇👇

VOTE/RT 

#TuesdayThoughts #TuesdayMotivation #WalkAway @CBS @NBC @ABC @Foxnews @MSNB…",81,@CBS
181,0.0,0.0,1.0,0.0,Mon Jul 30 17:20:05 +0000 2018,@MichaelJPenney @RobertPLewis @HeroesMediagrp @CNN @CBS @ABC @nbc @facebook @Twitter @AP @Rueters @mradambird… https://t.co/zM8qkEXy54,82,@CBS
182,0.0,0.0,1.0,0.0,Mon Jul 30 17:19:23 +0000 2018,@CBS i think it’s time to  #SaveScorpion,83,@CBS
183,0.0,0.0,1.0,0.0,Mon Jul 30 17:18:53 +0000 2018,#NeutralOpinion&gt; WorldIsLaughing&gt; #USA&gt;DoingAMajorInvestigationOnA #RepublicanPresident #Trump By13+Hardcore… https://t.co/fZqykhbz2p,84,@CBS
184,0.0,0.0,1.0,0.0,Mon Jul 30 17:18:32 +0000 2018,RT @KrustaRhymes: So is @CBS going to air Bayleigh’s comment saying Fessy should go back to Pakistan and marry a virgin if he wants loyalty…,85,@CBS
185,-0.3593,0.14,0.772,0.088,Mon Jul 30 17:18:17 +0000 2018,RT @cannibaldiet: @SenFeinstein Thank you @SenFeinstein. RT'ing. So much is going on by the #GOP to keep Democrats out. So wrong. We must n…,86,@CBS
186,0.6222,0.0,0.797,0.203,Mon Jul 30 17:17:46 +0000 2018,@ThePerezHilton @JulieChen @CBS @CBSBigBrother @Kassting You really are brilliant to watch Perez and that’s what BB… https://t.co/p0IpfHxsey,87,@CBS
187,0.7783,0.0,0.719,0.281,Mon Jul 30 17:17:20 +0000 2018,@AXN_LA @BunnyAndDoc then please help us contact @CBS . i think it’s easier for you to talk to them. they don’t answer us #SaveScorpion 😭😭😭,88,@CBS
188,0.0,0.0,1.0,0.0,Mon Jul 30 17:16:54 +0000 2018,@gzuckier @WIRED @westerndigital @FoxNews @CNN @mnsbc @CBS  https://t.co/JyYTlN4tWe,89,@CBS
189,0.4404,0.0,0.775,0.225,Mon Jul 30 17:16:31 +0000 2018,"RT @slpng_giants: Good morning, @CBS.

Where are we with this? https://t.co/JE2EaqIkhx",90,@CBS
190,0.0,0.0,1.0,0.0,Mon Jul 30 17:16:02 +0000 2018,@gzuckier @WIRED @westerndigital @FoxNews @CNN @mnsbc @CBS THEN UNCLE MOONBEAM @JerryBrownGov TOOK CASH FROM CALIF… https://t.co/Hpjl3vCDD2,91,@CBS
191,0.0,0.0,1.0,0.0,Mon Jul 30 17:15:49 +0000 2018,@msirois74 @HillaryClinton @robreiner01 @Alyssa_Milano @WhoopiGoldberg @LGBT @aplusk @CNN @jimmyfallon @jimmykimmel… https://t.co/VKFpzZTU9v,92,@CBS
192,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:40 +0000 2018,@CNN I saw that!,1,@CNN
193,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:40 +0000 2018,RT @CNN: What you need to know about 'stand your ground' laws https://t.co/ouj4Dp8ots https://t.co/cd2fY6FhNZ,2,@CNN
194,-0.7717,0.293,0.659,0.048,Mon Jul 30 18:04:39 +0000 2018,"RT @KrisParonto: . @kaitlancollins if you don’t want to be barred from the news pool, stop being a rude, pompous, self righteous jackass. Y…",3,@CNN
195,0.4588,0.0,0.8,0.2,Mon Jul 30 18:04:38 +0000 2018,@luiss_angelc @CNN Glad to hear that. Thought ICE might have rounded you up.,4,@CNN
196,-0.8313,0.305,0.695,0.0,Mon Jul 30 18:04:38 +0000 2018,"RT @rolandscahill: Based on Rudy Giuliani's tired, nervous performance right now on @cnn, I'm thinking it's going to be a very bad week ahe…",5,@CNN
197,-0.5848,0.363,0.4,0.237,Mon Jul 30 18:04:37 +0000 2018,@CNN Sorry to lose fellow human beings to wildfires! I hope they’ll avoid future tragedy by greater defenses: more… https://t.co/gB61RgBO51,6,@CNN
198,-0.34,0.118,0.882,0.0,Mon Jul 30 18:04:36 +0000 2018,"RT @CNN: The monstrous Carr Fire, burning in Shasta County, California, has engulfed almost 100,000 acres. Live updates: https://t.co/ob883…",7,@CNN
199,-0.8271,0.383,0.617,0.0,Mon Jul 30 18:04:35 +0000 2018,"@SkyNews becomes fake news, joining @BBCNews and @CNN left wing liberal bullshit. cancelling my sky leftie twats",8,@CNN
200,-0.25,0.105,0.895,0.0,Mon Jul 30 18:04:34 +0000 2018,RT @CNN: A church put Jesus in a cage to protest immigration policies. He was replaced with a mirror. https://t.co/N24WEas0Ii https://t.co/…,9,@CNN
201,-0.7269,0.437,0.437,0.127,Mon Jul 30 18:04:34 +0000 2018,".@JohnKingCNN chastises Trump supporters for double standard for lying presidents, accidentally exposes @CNN's #TTT https://t.co/rkABzT7CpY",10,@CNN
202,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:33 +0000 2018,@CNN Political Buttons! Check out https://t.co/2Rb8nXZ3RM https://t.co/N1kx08lDc4,11,@CNN
203,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:33 +0000 2018,"RT @sheikhwaleed15: تبدیلی #پٹھان بھی #اردو میں نعرے لگا رہے ہے 

گلی گلی میں شور ہے 
#باجوہ بکسا چور ہے 

@voadeewa @OfficialDGISPR @Wasee…",12,@CNN
204,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:33 +0000 2018,"RT @RVAwonk: The country is being led by an authoritarian with a sidekick who believes in electrocuting the gay out of people, the GOP lite…",13,@CNN
205,-0.296,0.239,0.761,0.0,Mon Jul 30 18:04:33 +0000 2018,@CNN Shut it down if no wall funding.,14,@CNN
206,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:32 +0000 2018,"RT @RVAwonk: The country is being led by an authoritarian with a sidekick who believes in electrocuting the gay out of people, the GOP lite…",15,@CNN
207,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:32 +0000 2018,"RT @RVAwonk: The country is being led by an authoritarian with a sidekick who believes in electrocuting the gay out of people, the GOP lite…",16,@CNN
208,0.128,0.0,0.93,0.07,Mon Jul 30 18:04:31 +0000 2018,"RT @TrumpSuperPAC: President #Trump and #MichaelJackson
The history as told by @CNN before they became the white supremacist, Nazi, KKK pro…",17,@CNN
209,-0.7845,0.257,0.743,0.0,Mon Jul 30 18:04:31 +0000 2018,RT @AshaRangappa_: My thoughts today on @CNN on whether collusion is a crime. Conspiracy and aiding and abetting are forms of collusion tha…,18,@CNN
210,-0.8313,0.305,0.695,0.0,Mon Jul 30 18:04:30 +0000 2018,"RT @rolandscahill: Based on Rudy Giuliani's tired, nervous performance right now on @cnn, I'm thinking it's going to be a very bad week ahe…",19,@CNN
211,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:28 +0000 2018,"RT @RVAwonk: The country is being led by an authoritarian with a sidekick who believes in electrocuting the gay out of people, the GOP lite…",20,@CNN
212,-0.296,0.155,0.845,0.0,Mon Jul 30 18:04:28 +0000 2018,"RT @MPezzoll: @CherryAnnAustin @sweetpeaispissy @___lor__ @CNN @colonelbbqsauce @CallOutHysteria @coreythebarber @Solecito2807 Um, no. That…",21,@CNN
213,-0.3412,0.088,0.912,0.0,Mon Jul 30 18:04:28 +0000 2018,"RT @brandon_r_horan: @CNN Last week the NFL, this week we are back to the wall. Rinse, and repeat.
If we didn't know better, it's another r…",22,@CNN
214,0.8689,0.0,0.701,0.299,Mon Jul 30 18:04:26 +0000 2018,RT @CNN: Justice Ruth Bader Ginsburg says she hopes to stay on the Supreme Court at least five more years until the age of 90 https://t.co/…,23,@CNN
215,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:26 +0000 2018,"RT @RVAwonk: The country is being led by an authoritarian with a sidekick who believes in electrocuting the gay out of people, the GOP lite…",24,@CNN
216,0.128,0.154,0.711,0.134,Mon Jul 30 18:04:26 +0000 2018,"RT @Shelaco: Look at list of courageous people below, who've fought against all odds to expose #whitehelmets, then consider @Channel4News @…",25,@CNN
217,0.3612,0.0,0.894,0.106,Mon Jul 30 18:04:25 +0000 2018,@msnbc @cnn Did anybody else notice the big smile on John Kellys' face as all the questions were coming during that… https://t.co/0u76YVhEpS,26,@CNN
218,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:25 +0000 2018,"RT @RVAwonk: The country is being led by an authoritarian with a sidekick who believes in electrocuting the gay out of people, the GOP lite…",27,@CNN
219,-0.1695,0.143,0.857,0.0,Mon Jul 30 18:04:25 +0000 2018,"@OglesbyAPP @AnnCoulter @realDonaldTrump Not at all, straight up @cnn and @msnbc.",28,@CNN
220,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:21 +0000 2018,@crptnite @fredkarger @CNN @MittRomney @AnnRomney @prezholland Check out “Salt Park” on our @YouTube channel: https://t.co/M2nhX8i3ud,29,@CNN
221,0.4003,0.088,0.717,0.195,Mon Jul 30 18:04:20 +0000 2018,"RT @guygavrielkay: Please @CNN, please everyone, enough with ""meddling!"" What will make you stop? Russia putting malware in your power grid…",30,@CNN
222,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:19 +0000 2018,@CNN Now Susan and Lisa need to get on board and it is a done deal.,31,@CNN
223,-0.7783,0.362,0.638,0.0,Mon Jul 30 18:04:19 +0000 2018,RT @KrisParonto: Stupid is as stupid does 🤷🏻‍♂️🤦🏻‍♂️ ... @DNC @CNN @MSNBC @nytimes https://t.co/7R7G7ZOnGz,32,@CNN
224,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:18 +0000 2018,Via @CNN✔️ Millions may be stripped of Indian citizenship https://t.co/AeyuBKLDje,33,@CNN
225,-0.7845,0.257,0.743,0.0,Mon Jul 30 18:04:17 +0000 2018,RT @AshaRangappa_: My thoughts today on @CNN on whether collusion is a crime. Conspiracy and aiding and abetting are forms of collusion tha…,34,@CNN
226,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:17 +0000 2018,"RT @RVAwonk: The country is being led by an authoritarian with a sidekick who believes in electrocuting the gay out of people, the GOP lite…",35,@CNN
227,0.4019,0.0,0.881,0.119,Mon Jul 30 18:04:17 +0000 2018,RT @CNN: Prosecutors from special counsel Robert Mueller's office say Paul Manafort earned $60 million from his work as a political consult…,36,@CNN
228,0.8436,0.0,0.702,0.298,Mon Jul 30 18:04:16 +0000 2018,"RT @Genesis33K: Amazing 3rd day and all @FoxNews channels on @verizonfios have been out completely!

@CNN &amp; @MSNBC working beautifully!

Co…",37,@CNN
229,0.4404,0.0,0.791,0.209,Mon Jul 30 18:04:16 +0000 2018,@mikefrank007 @CNN Better to be Secretary of State and get 145 million.,38,@CNN
230,-0.3612,0.269,0.562,0.169,Mon Jul 30 18:04:14 +0000 2018,"'I love you grandpa,' they said as the fire encroached. Then the line went dead. @CNN https://t.co/FCQDMOdsmw",39,@CNN
231,-0.2732,0.108,0.82,0.072,Mon Jul 30 18:04:13 +0000 2018,"RT @FiveRights: .@CNN
You have caused dozens of people to wind up in jail or in prison.
You've done it by creating &amp; implanting TDS in gull…",40,@CNN
232,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:09 +0000 2018,"As if Bill, as if! We have been waiting for #MSM to cover REAL stories for years! They all get their talking points… https://t.co/uZgbuZ2NBo",41,@CNN
233,0.4522,0.0,0.881,0.119,Mon Jul 30 18:04:09 +0000 2018,RT @CNN: This man built a floating bicycle so he could clean trash from a river in order to raise awareness about plastic pollution https:/…,42,@CNN
234,-0.7717,0.293,0.659,0.048,Mon Jul 30 18:04:08 +0000 2018,"RT @KrisParonto: . @kaitlancollins if you don’t want to be barred from the news pool, stop being a rude, pompous, self righteous jackass. Y…",43,@CNN
235,-0.6908,0.217,0.783,0.0,Mon Jul 30 18:04:08 +0000 2018,"RT @ChinaSaleman: The is an ongoing #GenocideInSouthernCameroons,the #BiyaRegime has kill more 4500,burn more than 60 #villages,more than 2…",44,@CNN
236,0.4404,0.0,0.674,0.326,Mon Jul 30 18:04:08 +0000 2018,@CNN Good work if u can get it,45,@CNN
237,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:07 +0000 2018,"RT @RVAwonk: The country is being led by an authoritarian with a sidekick who believes in electrocuting the gay out of people, the GOP lite…",46,@CNN
238,-0.4588,0.3,0.7,0.0,Mon Jul 30 18:04:07 +0000 2018,Late night mocks Trump's immigration reversal @CNN https://t.co/woO5ZqtqP9,47,@CNN
239,-0.296,0.128,0.872,0.0,Mon Jul 30 18:04:07 +0000 2018,RT @CNN: A zoo is accused of painting a donkey and passing it off as a zebra https://t.co/DoETle11Qq https://t.co/UToHC1YvIw,48,@CNN
240,0.4019,0.0,0.899,0.101,Mon Jul 30 18:04:07 +0000 2018,"Yes, this 👇 @CNN. Rick Santorum is a RWNJ who hasn’t been relevant in years, and he hasn’t said anything of importa… https://t.co/v1eryXFoE7",49,@CNN
241,-0.5574,0.173,0.827,0.0,Mon Jul 30 18:04:06 +0000 2018,RT @CNN: The monstrous Carr Fire in Northern California has doubled in size this weekend. Authorities say at least 12 people are missing an…,50,@CNN
242,0.0,0.0,1.0,0.0,Mon Jul 30 18:04:05 +0000 2018,@Mdressel97 @CNN Here we go! https://t.co/AVvt5VXsTI,51,@CNN
243,0.0129,0.071,0.857,0.073,Mon Jul 30 18:04:05 +0000 2018,"RT @SEOAware: @Mikel_Jollett They, &amp; other stations, consistently play his rallies so people will be shocked by his behavior, but they are…",52,@CNN
244,0.1027,0.0,0.931,0.069,Mon Jul 30 18:04:05 +0000 2018,"RT @renato_mariotti: During his @CNN @NewDay interview today, Giuliani admitted that there was a planning meeting for the Trump Tower meeti…",53,@CNN
245,0.1027,0.0,0.931,0.069,Mon Jul 30 18:04:05 +0000 2018,"RT @renato_mariotti: During his @CNN @NewDay interview today, Giuliani admitted that there was a planning meeting for the Trump Tower meeti…",54,@CNN
